Date,Open,High,Low,Close,Volume
2020-01-02 00:00:00,0.67174,0.67306,0.67077,0.67285,515
2020-01-02 01:00:00,0.67274,0.67372,0.67267,0.67359,614
2020-01-02 02:00:00,0.6736,0.67393,0.67319,0.67334,1379
2020-01-02 03:00:00,0.67333,0.67374,0.67281,0.67312,1721
2020-01-02 04:00:00,0.67311,0.67327,0.67264,0.67289,1297
2020-01-02 05:00:00,0.6729,0.67297,0.67218,0.67222,1126
2020-01-02 06:00:00,0.67222,0.67247,0.67184,0.67197,1128
2020-01-02 07:00:00,0.67197,0.67227,0.67139,0.67221,1575
2020-01-02 08:00:00,0.67222,0.67233,0.67162,0.67183,1000
2020-01-02 09:00:00,0.67187,0.67231,0.67172,0.67214,1158
2020-01-02 10:00:00,0.67214,0.67245,0.67162,0.67207,1181
2020-01-02 11:00:00,0.67203,0.67237,0.67073,0.67086,1168
2020-01-02 12:00:00,0.67086,0.67104,0.67003,0.67057,1017
2020-01-02 13:00:00,0.67057,0.67067,0.66846,0.66884,1365
2020-01-02 14:00:00,0.66883,0.66962,0.66851,0.66944,1315
2020-01-02 15:00:00,0.66944,0.67018,0.66928,0.67015,1194
2020-01-02 16:00:00,0.67015,0.67078,0.66922,0.67055,1754
2020-01-02 17:00:00,0.67054,0.67134,0.67009,0.67123,2042
2020-01-02 18:00:00,0.67123,0.67136,0.66908,0.66916,1237
2020-01-02 19:00:00,0.66916,0.6693,0.66845,0.66882,993
2020-01-02 20:00:00,0.66883,0.66898,0.66854,0.66889,493
2020-01-02 21:00:00,0.66891,0.66945,0.66873,0.66938,584
2020-01-02 22:00:00,0.66933,0.66964,0.66906,0.66957,550
2020-01-02 23:00:00,0.66957,0.66995,0.66953,0.66988,251
2020-01-03 00:00:00,0.66973,0.67051,0.6696,0.66965,193
2020-01-03 01:00:00,0.66965,0.67005,0.66955,0.66982,725
2020-01-03 02:00:00,0.66982,0.66988,0.6692,0.66954,780
2020-01-03 03:00:00,0.66954,0.66977,0.66826,0.66828,1262
2020-01-03 04:00:00,0.66827,0.66882,0.66794,0.66818,1700
2020-01-03 05:00:00,0.66818,0.66821,0.66706,0.66752,1494
2020-01-03 06:00:00,0.66757,0.66781,0.66684,0.66697,868
2020-01-03 07:00:00,0.66694,0.66727,0.66636,0.66686,1250
2020-01-03 08:00:00,0.66685,0.66699,0.66634,0.66697,1156
2020-01-03 09:00:00,0.66698,0.66727,0.66572,0.66635,1633
2020-01-03 10:00:00,0.66635,0.66736,0.66599,0.66614,1665
2020-01-03 11:00:00,0.66613,0.66633,0.66493,0.66496,1484
2020-01-03 12:00:00,0.66503,0.66543,0.6644,0.66519,1653
2020-01-03 13:00:00,0.66518,0.66541,0.66486,0.66528,1099
2020-01-03 14:00:00,0.66528,0.66653,0.66504,0.66629,1095
