Date,Open,High,Low,Close,Volume
2007-08-21,2.4751,2.4801,2.471,2.4781,1520
2007-08-22,2.4782,2.4849,2.4621,2.4661,7851
2007-08-23,2.466,2.4691,2.4405,2.4466,8620
2007-08-24,2.4461,2.4568,2.4327,2.435,7886
2007-08-27,2.4321,2.4373,2.4206,2.4336,6430
2007-08-29,2.458,2.4798,2.4501,2.4556,9216
2007-08-30,2.4564,2.4764,2.4552,2.4681,8668
2007-08-31,2.468,2.4857,2.4436,2.4659,8076
2007-09-03,2.4714,2.4721,2.4504,2.4543,6303
2007-09-04,2.4541,2.4601,2.4313000000000002,2.4424,7674
2007-09-05,2.4423,2.4595000000000002,2.4322,2.4584,8379
2007-09-06,2.4577999999999998,2.466,2.4385,2.4411,8237
2007-09-07,2.4413,2.4618,2.4354,2.4543,6647
2007-09-10,2.4532,2.4812,2.4513,2.4566,18723
2007-09-11,2.4568,2.4608,2.4341,2.4379,7675
2007-09-12,2.4369,2.4421,2.4066,2.412,7611
2007-09-13,2.4121,2.4222,2.401,2.4194,20613
2007-09-14,2.4193,2.4203,2.3804,2.3841,15156
2007-09-17,2.3836,2.3977,2.3666,2.3939,18917
2007-09-18,2.3931,2.4018,2.3581,2.3632,24059
2007-09-19,2.3635,2.3707,2.3306,2.3351,23427
2007-09-20,2.3352,2.3382,2.3196,2.3278,20750
2007-09-21,2.328,2.341,2.3105,2.3299,19033
2007-09-24,2.3286,2.3418,2.3247999999999998,2.3287,13146
2007-09-25,2.3288,2.3355,2.3091,2.31,20348
2007-09-26,2.3101,2.3159,2.2978,2.2987,17729
2007-09-27,2.2989,2.3061,2.2926,2.304,19283
2007-09-28,2.3043,2.3099,2.2882,2.3053,21630
2007-10-01,2.3034,2.3042,2.2833,2.284,17703
2007-10-02,2.2841,2.3165,2.2818,2.3148,20942
2007-10-03,2.3141,2.3141,2.2878,2.3015,21066
2007-10-04,2.3018,2.3069,2.2918,2.2952,20690
2007-10-05,2.2953,2.2972,2.2677,2.2752,16952
2007-10-08,2.2687,2.282,2.2587,2.2813,7599
2007-10-09,2.2812,2.2812,2.2602,2.2612,15801
2007-10-10,2.2613,2.2827,2.261,2.2758,15922
2007-10-11,2.2761,2.2766,2.2444,2.2572,19887
2007-10-12,2.2573,2.2641999999999998,2.2439,2.2504,17830
2007-10-15,2.2457,2.2789,2.2437,2.2679,15771
2007-10-16,2.2681,2.3043,2.2638,2.2837,23072
2007-10-17,2.2833,2.3024,2.2736,2.2883,24404
2007-10-18,2.2885,2.3002000000000002,2.2785,2.283,20300
