Date,Open,High,Low,Close,Volume
2020-01-02 04:00:00,7.78923,7.79004,7.7889800000000005,7.78964,364
2020-01-02 08:00:00,7.78964,7.79091,7.78942,7.78965,1266
2020-01-02 12:00:00,7.78968,7.7918199999999995,7.78854,7.7907,1165
2020-01-02 16:00:00,7.7905999999999995,7.79087,7.78796,7.78948,1118
2020-01-02 20:00:00,7.78979,7.79043,7.78774,7.7885100000000005,650
2020-01-03 00:00:00,7.78817,7.78997,7.78659,7.78725,1169
2020-01-03 04:00:00,7.78727,7.78754,7.77724,7.77921,1473
2020-01-03 08:00:00,7.77921,7.78231,7.7767800000000005,7.78229,2445
2020-01-03 12:00:00,7.78229,7.78259,7.77754,7.77769,1227
2020-01-03 16:00:00,7.77769,7.7788699999999995,7.77584,7.77822,1425
2020-01-03 20:00:00,7.77822,7.77992,7.77606,7.77738,801
2020-01-06 00:00:00,7.77494,7.78233,7.77494,7.77834,1308
2020-01-06 04:00:00,7.77834,7.77838,7.77544,7.77578,1150
2020-01-06 08:00:00,7.77578,7.77589,7.76887,7.77019,1909
2020-01-06 12:00:00,7.77026,7.77056,7.76819,7.76891,1054
2020-01-06 16:00:00,7.76891,7.76975,7.76778,7.7684,1202
2020-01-06 20:00:00,7.76839,7.76973,7.76734,7.76973,853
2020-01-07 00:00:00,7.7697199999999995,7.77473,7.76868,7.77111,1225
2020-01-07 04:00:00,7.77111,7.77242,7.7701,7.77242,1204
2020-01-07 08:00:00,7.77242,7.77493,7.77204,7.77316,1539
2020-01-07 12:00:00,7.77318,7.77429,7.77239,7.77333,909
2020-01-07 16:00:00,7.77333,7.7782,7.77275,7.77724,1519
2020-01-07 20:00:00,7.77724,7.77894,7.77711,7.77833,752
2020-01-08 00:00:00,7.77848,7.77848,7.77339,7.77708,1172
2020-01-08 04:00:00,7.77708,7.77726,7.77471,7.77473,1228
2020-01-08 08:00:00,7.77472,7.77956,7.77467,7.77848,1865
2020-01-08 12:00:00,7.77844,7.77885,7.77472,7.77538,1103
2020-01-08 16:00:00,7.77538,7.7771,7.77385,7.77541,1747
2020-01-08 20:00:00,7.77541,7.7765,7.7745,7.7745,1264
2020-01-09 00:00:00,7.77564,7.7777899999999995,7.77362,7.7759599999999995,2002
2020-01-09 04:00:00,7.7759599999999995,7.77675,7.77444,7.7757,1009
2020-01-09 08:00:00,7.7757,7.7757,7.76643,7.76906,1409
2020-01-09 12:00:00,7.76906,7.76978,7.768,7.76804,1005
2020-01-09 16:00:00,7.76804,7.76845,7.7652,7.76677,1454
2020-01-09 20:00:00,7.76677,7.76772,7.76647,7.76704,751
2020-01-10 00:00:00,7.76716,7.76786,7.76216,7.7652,1245
2020-01-10 04:00:00,7.76522,7.76654,7.76494,7.76526,940
2020-01-10 08:00:00,7.76526,7.76772,7.76493,7.7668,1206
2020-01-10 12:00:00,7.7668,7.76687,7.76517,7.76568,1111
2020-01-10 16:00:00,7.76556,7.76685,7.76531,7.76577,1016
2020-01-10 20:00:00,7.76577,7.76639,7.76489,7.76634,759
2020-01-13 00:00:00,7.76543,7.76947,7.76508,7.76899,994
2020-01-13 04:00:00,7.76899,7.76967,7.76769,7.76804,1281
2020-01-13 08:00:00,7.7681000000000004,7.77254,7.76765,7.772,1457
2020-01-13 12:00:00,7.772,7.77489,7.77189,7.77308,1283
2020-01-13 16:00:00,7.77308,7.77322,7.76894,7.77156,1226
2020-01-13 20:00:00,7.77156,7.77171,7.76898,7.77042,965
2020-01-14 00:00:00,7.7708,7.77483,7.76924,7.77332,1150
