Date,Open,High,Low,Close,Volume
2020-01-02,144.0290069580078,144.16900634765625,142.2760009765625,144.04800415039062,0
2020-01-03,142.6490020751953,142.73699951171875,141.0229949951172,142.70799255371094,0
2020-01-06,141.26100158691406,142.72900390625,141.1199951171875,141.2010040283203,0
2020-01-07,142.77699279785156,143.2729949951172,142.03399658203125,142.7729949951172,0
2020-01-08,141.55999755859375,142.94700622558594,141.13499450683594,141.63900756835938,0
2020-01-09,142.906005859375,143.447998046875,142.4199981689453,142.875,0
2020-01-10,143.1020050048828,143.48800659179688,142.8699951171875,143.11000061035156,0
2020-01-13,142.8509979248047,142.96200561523438,142.38099670410156,142.91200256347656,0
2020-01-14,142.85299682617188,143.2469940185547,142.4499969482422,142.8470001220703,0
2020-01-15,143.06500244140625,143.343994140625,142.69000244140625,143.04600524902344,0
2020-01-16,143.27200317382812,144.10699462890625,143.27000427246094,143.28700256347656,0
2020-01-17,144.05499267578125,144.4720001220703,143.36000061035156,144.0570068359375,0
2020-01-20,143.3090057373047,143.3419952392578,142.81399536132812,143.30999755859375,0
2020-01-21,143.26699829101562,143.96600341796875,142.86099243164062,143.26199340820312,0
2020-01-22,143.41000366210938,144.5679931640625,143.33900451660156,143.3860626220703,0
2020-01-23,144.2310028076172,144.28700256347656,143.21099853515625,144.21499633789062,0
2020-01-24,143.73500061035156,144.21499633789062,142.822998046875,143.71499633789062,0
2020-01-28,142.24400329589844,142.43499755859375,141.4949951171875,142.23899841308594,0
2020-01-29,142.12100219726562,142.20553588867188,141.70700073242188,142.12899780273438,0
2020-01-30,141.9219970703125,142.67799377441406,141.26400756835938,141.91099548339844,0
2020-02-03,142.83700561523438,143.0970001220703,141.1320037841797,142.84271240234375,0
2020-02-04,141.13999938964844,142.54200744628906,140.97000122070312,141.15199279785156,0
2020-02-05,142.6142578125,143.33299255371094,142.24000549316406,142.61000061035156,0
2020-02-06,142.71099853515625,142.80299377441406,142.0800018310547,142.69000244140625,0
2020-02-07,142.15699768066406,142.35499572753906,141.61500549316406,142.16329956054688,0
