Price,Open,High,Low,Close,Volume
Ticker,NZDJPY=X,NZDJPY=X,NZDJPY=X,NZDJPY=X,NZDJPY=X
Date,,,,,
2020-01-01,73.43800354003906,73.66000366210938,72.9642105102539,73.16999816894531,0
2020-01-02,73.2249984741211,73.2490005493164,72.53946685791016,73.22200012207031,0
2020-01-03,72.697998046875,72.6989974975586,71.80999755859375,72.70999908447266,0
2020-01-06,71.89600372314453,72.26699829101562,71.74099731445312,71.83599853515625,0
2020-01-07,72.28399658203125,72.43599700927734,71.80699920654297,72.28299713134766,0
2020-01-08,71.57599639892578,72.45800018310547,71.25700378417969,71.62000274658203,0
2020-01-09,72.56800079345703,72.72000122070312,72.25753021240234,72.53800201416016,0
2020-01-10,72.34300231933594,72.74800109863281,72.27999877929688,72.34500122070312,0
2020-01-13,72.66699981689453,72.93000030517578,72.61599731445312,72.70899963378906,0
2020-01-14,72.87699890136719,73.00800323486328,72.65899658203125,72.875,0
2020-01-15,72.5770034790039,72.76799774169922,72.37300109863281,72.58999633789062,0
2020-01-16,72.72000122070312,73.33200073242188,72.72000122070312,72.72000122070312,0
2020-01-17,73.10700225830078,73.29199981689453,72.77899932861328,73.12200164794922,0
2020-01-20,72.93299865722656,72.9800033569336,72.5999984741211,72.91377258300781,0
2020-01-21,72.79000091552734,72.85099792480469,72.45099639892578,72.77999877929688,0
2020-01-22,72.48699951171875,72.69200134277344,72.33000183105469,72.47000122070312,0
2020-01-23,72.36199951171875,72.39800262451172,71.91899871826172,72.36299896240234,0
2020-01-24,72.50700378417969,72.66699981689453,72.1449966430664,72.4489974975586,0
2020-01-27,71.52899932861328,71.81500244140625,71.28199768066406,71.48999786376953,0
2020-01-28,71.28392791748047,71.41500091552734,70.92900085449219,71.28299713134766,0
2020-01-29,71.36100006103516,71.43099975585938,71.0270004272461,71.35600280761719,0
2020-01-30,71.13300323486328,71.18399810791016,70.48799896240234,71.11000061035156,0
2020-01-31,70.61499786376953,70.86000061035156,70.05899810791016,70.58659362792969,0
2020-02-03,69.9800033569336,70.4020004272461,69.95999908447266,69.98500061035156,0
2020-02-04,70.14099884033203,70.88400268554688,70.03199768066406,70.15799713134766,0
2020-02-05,71.0510025024414,71.29499816894531,70.81800079345703,71.04900360107422,0
2020-02-06,71.1520004272461,71.24700164794922,70.93000030517578,71.16600036621094,0
2020-02-07,71.01699829101562,71.03199768066406,70.26500701904297,71.03199768066406,0
2020-02-10,70.11499786376953,70.47899627685547,70.05000305175781,70.1510009765625,0
2020-02-11,70.09100341796875,70.52400207519531,70.0,70.11199951171875,0
2020-02-12,70.33000183105469,71.33000183105469,70.31900024414062,70.35399627685547,0
2020-02-13,70.82499694824219,70.9990005493164,70.68599700927734,70.8030014038086,0
2020-02-14,70.71700286865234,70.77300262451172,70.5250015258789,70.68399810791016,0
2020-02-17,70.73999786376953,70.78500366210938,70.52999877929688,70.76100158691406,0
2020-02-18,70.68000030517578,70.68000030517578,70.08999633789062,70.69999694824219,0
2020-02-19,70.28700256347656,70.98799896240234,70.2300033569336,70.2770004272461,0
2020-02-20,71.03500366210938,71.16000366210938,70.6719970703125,71.05999755859375,0
2020-02-21,70.9000015258789,71.13600158691406,70.29399871826172,70.87799835205078,0
2020-02-24,70.51100158691406,70.65899658203125,70.12699890136719,70.52300262451172,0
2020-02-25,70.31700134277344,70.51699829101562,69.58599853515625,70.31600189208984,0
2020-02-26,69.69400024414062,69.83499908447266,69.45899963378906,69.70099639892578,0
2020-02-27,69.4209976196289,69.73200225830078,69.17900085449219,69.36399841308594,0
2020-02-28,69.18000030517578,69.2239990234375,66.78199768066406,69.1969985961914,0
2020-03-02,67.12000274658203,67.96600341796875,66.78800201416016,67.0719985961914,0
2020-03-03,67.91999816894531,68.0459976196289,67.37999725341797,67.95500183105469,0
2020-03-04,67.14800262451172,67.7969970703125,67.14700317382812,67.10299682617188,0
2020-03-05,67.80999755859375,67.80999755859375,67.10900115966797,67.82599639892578,0
2020-03-06,67.06999969482422,67.33300018310547,66.63700103759766,67.05799865722656,0
2020-03-09,65.78399658203125,66.02100372314453,61.439998626708984,65.76699829101562,0
2020-03-10,65.34100341796875,66.35700225830078,64.9540023803711,65.35900115966797,0
2020-03-11,65.82499694824219,66.5999984741211,65.40899658203125,65.81300354003906,0
2020-03-12,65.54900360107422,65.58200073242188,64.1760025024414,65.4739990234375,0
2020-03-13,64.052001953125,66.0780029296875,64.03900146484375,63.935001373291016,0
2020-03-16,64.47200012207031,64.94000244140625,63.097999572753906,64.50900268554688,0
2020-03-17,64.22100067138672,65.22799682617188,63.4119987487793,64.1520004272461,0
2020-03-18,63.78799819946289,64.04900360107422,62.45000076293945,63.84299850463867,0
2020-03-19,61.89899826049805,64.91200256347656,59.56100082397461,62.04899978637695,0
2020-03-20,63.25899887084961,64.31600189208984,62.72200012207031,63.22700119018555,0
2020-03-23,62.13600158691406,63.43899917602539,61.77799987792969,62.11199951171875,0
2020-03-24,63.6349983215332,64.63500213623047,63.551998138427734,63.62900161743164,0
2020-03-25,64.68699645996094,65.86900329589844,64.36199951171875,64.75399780273438,0
2020-03-26,64.35399627685547,65.2509994506836,63.87099838256836,64.41600036621094,0
2020-03-27,65.1760025024414,65.2490005493164,64.27799987792969,65.20500183105469,0
2020-03-30,64.98500061035156,65.18000030517578,64.48799896240234,65.03900146484375,0
2020-03-31,64.83399963378906,65.46299743652344,63.96099853515625,64.89900207519531,0
