Price,Open,High,Low,Close,Volume
Ticker,GBPCHF=X,GBPCHF=X,GBPCHF=X,GBPCHF=X,GBPCHF=X
Date,,,,,
2020-01-01,1.2826999425888062,1.284600019454956,1.219670057296753,1.2826999425888062,0
2020-01-02,1.2821799516677856,1.284000039100647,1.2749700546264648,1.282189965248108,0
2020-01-03,1.2766300439834595,1.2777899503707886,1.2685099840164185,1.2771899700164795,0
2020-01-06,1.2707200050354004,1.2761900424957275,1.2690399885177612,1.2705299854278564,0
2020-01-07,1.2755099534988403,1.279860019683838,1.2722899913787842,1.2755099534988403,0
2020-01-08,1.2700200080871582,1.2783399820327759,1.2669999599456787,1.270300030708313,0
2020-01-09,1.2753299474716187,1.278380036354065,1.2668399810791016,1.2753299474716187,0
2020-01-10,1.2718700170516968,1.2763400077819824,1.269629955291748,1.2718499898910522,0
2020-01-13,1.2691400051116943,1.2693699598312378,1.2584999799728394,1.2692500352859497,0
2020-01-14,1.2609000205993652,1.2624200582504272,1.2553199529647827,1.2607799768447876,0
2020-01-15,1.259529948234558,1.2613199949264526,1.2525999546051025,1.259310007095337,0
2020-01-16,1.256700038909912,1.2621999979019165,1.2548999786376953,1.2566399574279785,0
2020-01-17,1.2617299556732178,1.2659300565719604,1.2594000101089478,1.2616699934005737,0
2020-01-20,1.2590899467468262,1.2601699829101562,1.2553999423980713,1.2592699527740479,0
2020-01-21,1.259220004081726,1.2646199464797974,1.2573000192642212,1.2592099905014038,0
2020-01-22,1.2640700340270996,1.2753499746322632,1.2640000581741333,1.2635999917984009,0
2020-01-23,1.2714999914169312,1.2733700275421143,1.268180012702942,1.2714699506759644,0
2020-01-24,1.2718000411987305,1.2759000062942505,1.2676899433135986,1.2717000246047974,0
2020-01-27,1.2669099569320679,1.272130012512207,1.2647000551223755,1.266950011253357,0
2020-01-28,1.2663999795913696,1.2675700187683105,1.2595000267028809,1.2665400505065918,0
2020-01-29,1.2669899463653564,1.2696499824523926,1.2657899856567383,1.267109990119934,0
2020-01-30,1.2672200202941895,1.2709800004959106,1.2597600221633911,1.2668999433517456,0
2020-01-31,1.2685799598693848,1.2756400108337402,1.2685799598693848,1.2683000564575195,0
2020-02-03,1.2697700262069702,1.271209955215454,1.2547999620437622,1.2697700262069702,0
2020-02-04,1.2550400495529175,1.2640000581741333,1.253100037574768,1.2550699710845947,0
2020-02-05,1.263100028038025,1.2705700397491455,1.260200023651123,1.2629400491714478,0
2020-02-06,1.2651900053024292,1.2661499977111816,1.2603000402450562,1.264799952507019,0
2020-02-07,1.26010000705719,1.2639700174331665,1.2591999769210815,1.2601100206375122,0
2020-02-10,1.2587800025939941,1.2649500370025635,1.2582999467849731,1.2588800191879272,0
2020-02-11,1.2621999979019165,1.2676600217819214,1.2607699632644653,1.2620999813079834,0
2020-02-12,1.2641899585723877,1.2676700353622437,1.2635999917984009,1.2640899419784546,0
2020-02-13,1.2666000127792358,1.279129981994629,1.264799952507019,1.2665599584579468,0
2020-02-14,1.2770800590515137,1.2805099487304688,1.2755099534988403,1.2768299579620361,0
2020-02-17,1.281059980392456,1.2819099426269531,1.2762000560760498,1.281209945678711,0
2020-02-18,1.2750999927520752,1.281849980354309,1.2719999551773071,1.2753900289535522,0
2020-02-19,1.2781200408935547,1.2807400226593018,1.2719000577926636,1.2780100107192993,0
2020-02-20,1.2715100049972534,1.2715100049972534,1.2626999616622925,1.2713700532913208,0
2020-02-21,1.2670799493789673,1.27128005027771,1.2653000354766846,1.267199993133545,0
2020-02-24,1.2678799629211426,1.2709100246429443,1.2619800567626953,1.2678200006484985,0
2020-02-25,1.266219973564148,1.271340012550354,1.2653000354766846,1.2663700580596924,0
2020-02-26,1.2690500020980835,1.2706199884414673,1.2589199542999268,1.2691099643707275,0
2020-02-27,1.2601100206375122,1.2601100206375122,1.246500015258789,1.2600699663162231,0
