Price,Open,High,Low,Close,Volume
Ticker,EURCHF=X,EURCHF=X,EURCHF=X,EURCHF=X,EURCHF=X
Date,,,,,
2020-01-01,1.0872000455856323,1.0877000093460083,1.0872000455856323,1.0872000455856323,0
2020-01-02,1.0856399536132812,1.0877000093460083,1.0837600231170654,1.0856200456619263,0
2020-01-03,1.085010051727295,1.0855000019073486,1.0825400352478027,1.0851199626922607,0
2020-01-06,1.0843600034713745,1.0859299898147583,1.0831999778747559,1.0842499732971191,0
2020-01-07,1.0842000246047974,1.0859999656677246,1.0818699598312378,1.084280014038086,0
2020-01-08,1.080530047416687,1.0827699899673462,1.0781999826431274,1.0806200504302979,0
2020-01-09,1.0813000202178955,1.0831700563430786,1.0794999599456787,1.0815900564193726,0
2020-01-10,1.0811799764633179,1.082900047302246,1.0805000066757202,1.0810199975967407,0
2020-01-13,1.0816999673843384,1.083299994468689,1.0795999765396118,1.0817999839782715,0
2020-01-14,1.081030011177063,1.08201003074646,1.0758999586105347,1.0809999704360962,0
2020-01-15,1.076300024986267,1.0774999856948853,1.0741000175476074,1.076200008392334,0
2020-01-16,1.0748100280761719,1.0757999420166016,1.0733000040054321,1.0747699737548828,0
2020-01-17,1.074530005455017,1.0756900310516357,1.0733000040054321,1.074620008468628,0
2020-01-20,1.0740599632263184,1.0749399662017822,1.0733000040054321,1.0740900039672852,0
2020-01-21,1.0744999647140503,1.0750399827957153,1.0729999542236328,1.0744800567626953,0
2020-01-22,1.0739500522613525,1.0786099433898926,1.0737899541854858,1.073889970779419,0
2020-01-23,1.0734000205993652,1.0745899677276611,1.070099949836731,1.0733799934387207,0
2020-01-24,1.0717999935150146,1.0721999406814575,1.0700000524520874,1.0719000101089478,0
2020-01-27,1.0695099830627441,1.0715999603271484,1.0676000118255615,1.0693999528884888,0
2020-01-28,1.0687799453735352,1.0719499588012695,1.0664700269699097,1.068600058555603,0
2020-01-29,1.0723999738693237,1.0736199617385864,1.0709999799728394,1.0724400281906128,0
2020-01-30,1.0719200372695923,1.0719200372695923,1.0680500268936157,1.0716999769210815,0
2020-01-31,1.0691900253295898,1.0704599618911743,1.0673999786376953,1.0690499544143677,0
2020-02-03,1.0682599544525146,1.0692800283432007,1.0663000345230103,1.068269968032837,0
2020-02-04,1.0683000087738037,1.0716700553894043,1.0679999589920044,1.0683200359344482,0
2020-02-05,1.0706199407577515,1.0726699829101562,1.0689500570297241,1.0705599784851074,0
2020-02-06,1.070870041847229,1.0723299980163574,1.0695799589157104,1.0706000328063965,0
2020-02-07,1.070180058479309,1.0709199905395508,1.0679800510406494,1.0702999830245972,0
2020-02-10,1.069290041923523,1.0712599754333496,1.0667999982833862,1.069290041923523,0
2020-02-11,1.066290020942688,1.067870020866394,1.065369963645935,1.066390037536621,0
2020-02-12,1.0654000043869019,1.066140055656433,1.063349962234497,1.0652999877929688,0
2020-02-13,1.0631099939346313,1.0636999607086182,1.0607999563217163,1.063099980354309,0
2020-02-14,1.0613499879837036,1.065000057220459,1.060920000076294,1.0613000392913818,0
2020-02-17,1.06413996219635,1.0650299787521362,1.0628000497817993,1.0642199516296387,0
2020-02-18,1.0627700090408325,1.0628000497817993,1.0609999895095825,1.0627800226211548,0
2020-02-19,1.0614299774169922,1.062849998474121,1.0608999729156494,1.0613600015640259,0
2020-02-20,1.063330054283142,1.0633399486541748,1.0607000589370728,1.0634000301361084,0
2020-02-21,1.061169981956482,1.0623799562454224,1.0605000257492065,1.061269998550415,0
2020-02-24,1.0610300302505493,1.061750054359436,1.0589499473571777,1.0608899593353271,0
2020-02-25,1.0629500150680542,1.0635000467300415,1.0592999458312988,1.062980055809021,0
2020-02-26,1.0619699954986572,1.0633699893951416,1.0599299669265747,1.0618000030517578,0
2020-02-27,1.0628600120544434,1.0668599605560303,1.0615400075912476,1.0627399682998657,0
2020-02-28,1.0654100179672241,1.065750002861023,1.058609962463379,1.065310001373291,0
